,onet_code,last_location_in_india,year,mean_salary,n_individuals
18606,11-9199.02,Delhi,1993,115593.34375,1
18607,11-3051.03,Delhi,2003,100138.4921875,1
18608,53-7065.00,Karnataka,2018,37245.4765625,1
18609,11-9111.00,Maharashtra,2019,103555.06510416667,3
18610,11-3051.00,empty,1993,130569.2265625,1
18611,15-1299.06,Karnataka,2000,89126.80546875,5
18612,17-2141.00,Telangana,1979,83683.72135416667,3
18613,11-3051.00,Karnataka,2019,175811.671875,1
18614,27-1021.00,Tamil Nadu,2017,65239.685546875,2
18615,27-1021.00,Tamil Nadu,2019,54725.529296875,2
18616,11-3131.00,Delhi,2004,92518.6015625,2
18617,35-2013.00,Delhi,2009,76622.0546875,1
18618,11-1011.03,Karnataka,1997,149860.625,1
18619,29-1071.00,Rajasthan,1995,158358.2421875,2
18620,13-1199.06,Maharashtra,2000,66161.3125,1
18621,11-1031.00,Telangana,2020,166385.09765625,2
18622,11-9021.00,Gujarat,2023,75688.455078125,2
18623,19-3051.00,Madhya Pradesh,1990,28061.521484375,1
18624,11-1011.00,Bihar,1975,17610.28125,1
18625,41-9091.00,Chhattisgarh,2017,95121.2109375,1
18626,13-2054.00,empty,2012,114530.6640625,1
18627,15-1241.00,Gujarat,1999,172403.796875,1
18628,41-9091.00,Rajasthan,1986,84130.2578125,1
18629,17-2141.00,Andhra Pradesh,1976,414933.34375,1
18630,19-3093.00,Odisha,2012,78307.296875,3
18631,23-1012.00,Manipur,2000,81989.7578125,1
18632,25-1123.00,Madhya Pradesh,1995,143459.22265625,2
18633,19-4099.01,empty,2020,80730.9765625,1
18634,41-9091.00,Delhi,2019,45651.57421875,1
18635,11-3051.06,Tamil Nadu,2002,71900.6015625,1
18636,41-9022.00,Maharashtra,2015,78982.75223214286,7
18637,15-1299.06,Maharashtra,2016,105061.43671875,10
18638,13-1111.00,Karnataka,2016,145194.13783482142,28
18639,25-1123.00,Karnataka,2015,121488.67157451923,26
18640,19-1011.00,Uttar Pradesh,1992,80544.12806919643,7
18641,17-2199.09,Uttar Pradesh,1999,54846.1875,1
18642,11-9021.00,Rajasthan,1962,114305.9296875,1
18643,11-2021.00,empty,2021,199897.125,52
18644,19-3011.01,Delhi,2016,97809.6796875,3
18645,19-3011.01,Delhi,2018,106931.4765625,2
18646,11-3051.01,Telangana,2017,94882.3359375,1
18647,13-1111.00,Telangana,2008,92882.77581521739,23
18648,15-1211.00,Karnataka,1997,68087.4087890625,10
18649,13-1111.00,Chandigarh,2000,98014.0234375,1
18650,11-2021.00,Gujarat,2000,145550.79861111112,9
18651,11-9199.11,Uttar Pradesh,1993,95791.23567708333,3
18652,49-9071.00,Gujarat,2010,89251.8203125,2
18653,11-1021.00,Delhi,2012,122885.603125,5
18654,11-2021.00,Delhi,2013,163026.03013392858,21
18655,17-2171.00,Gujarat,1991,89951.203125,1
18656,11-3031.01,Gujarat,2012,188780.2890625,3
18657,43-4161.00,Gujarat,2013,70718.4453125,3
18658,17-2141.00,empty,2003,85352.78243885869,23
18659,25-1123.00,Delhi,2003,103299.955078125,24
18660,11-1011.00,Karnataka,2022,195642.57597257654,98
18661,43-3031.00,West Bengal,2009,46124.80859375,1
18662,11-3061.00,empty,2022,133109.1552734375,4
18663,15-1211.00,Delhi,2006,99181.88802083333,6
18664,13-2052.00,Gujarat,2021,84183.94375,5
18665,19-1011.00,Uttar Pradesh,1997,84774.84838867188,8
18666,11-2011.00,Delhi,2023,133717.54166666666,3
18667,15-1299.06,Telangana,2008,80168.90625,12
18668,15-1211.00,Telangana,2017,97223.18429129464,14
18669,15-1254.00,Telangana,2015,111495.4765625,1
18670,15-1252.00,Uttar Pradesh,2020,133838.71875,9
18671,19-1011.00,Odisha,2012,106982.5732421875,8
18672,15-1252.00,empty,2016,128305.38984375,25
18673,15-1299.06,empty,2014,100784.88411458333,6
18674,11-3121.00,Tamil Nadu,2005,72185.294921875,2
18675,49-2011.00,Chandigarh,1991,26613.564453125,1
18676,17-2112.03,Maharashtra,2007,105113.76432291667,6
18677,25-1123.00,Rajasthan,2007,124082.74479166667,3
18678,19-1011.00,Rajasthan,2007,194499.3515625,2
18679,19-1011.00,Rajasthan,2014,292237.34375,1
18680,11-3131.00,Rajasthan,2021,252127.984375,1
18681,17-2199.09,Tamil Nadu,1996,92792.691796875,5
18682,11-3031.03,West Bengal,2016,226225.6640625,2
18683,15-1243.00,Telangana,2010,83424.4375,3
18684,15-1212.00,empty,2016,114656.0390625,3
18685,11-3031.01,Tamil Nadu,2003,118554.56901041667,3
18686,17-2112.00,Maharashtra,2000,87782.77994791667,3
18687,17-2112.00,Maharashtra,2004,69241.11848958333,6
18688,27-3043.05,empty,2016,84612.52083333333,3
18689,15-1299.07,Maharashtra,1997,90896.6806640625,8
18690,11-3012.00,Telangana,1977,80582.6171875,1
18691,41-9022.00,Rajasthan,2023,76571.8828125,1
18692,11-9111.00,Tamil Nadu,2018,116698.21875,1
18693,25-2032.00,Tamil Nadu,2002,76330.5125,5
18694,13-2011.00,Maharashtra,1996,72887.60546875,2
18695,11-9081.00,empty,1990,100368.6015625,1
18696,11-2033.00,empty,2017,232170.346875,5
18697,17-2141.00,Tamil Nadu,2009,111824.21814903847,13
18698,19-1011.00,Manipur,2013,97857.28125,1
18699,11-3071.00,Karnataka,2020,85717.234375,1
18700,15-1251.00,Karnataka,2003,110066.29420230263,19
18701,27-2012.05,Maharashtra,1994,75982.1359375,5
18702,11-9032.00,Maharashtra,2012,72878.046875,4
18703,17-1011.00,Karnataka,1992,114905.53125,1
18704,11-1021.00,Maharashtra,1985,44632.0078125,2
18705,11-2021.00,Jharkhand,2015,243610.25260416666,3
18706,11-3021.00,Karnataka,2007,159390.07291666666,3
18707,13-2099.01,empty,2003,94783.11979166667,3
18708,29-1123.00,empty,2020,87860.609375,1
18709,27-3041.00,West Bengal,2019,67676.203125,3
18710,11-9111.00,Andhra Pradesh,1993,25043.490234375,1
18711,15-1252.00,West Bengal,2001,98421.30598958333,6
18712,11-2033.00,West Bengal,2009,153362.390625,1
18713,41-9021.00,Gujarat,2019,88198.49544270833,6
18714,17-2071.00,Maharashtra,1992,88039.5625,1
18715,27-1021.00,Maharashtra,2019,110404.77083333333,3
18716,41-3031.00,Andhra Pradesh,2019,64572.81640625,1
18717,25-9042.00,Bihar,1968,126848.875,1
18718,19-3093.00,Delhi,1997,71333.3984375,7
18719,41-9091.00,empty,2014,56658.595703125,2
18720,35-1012.00,Gujarat,2006,37419.08984375,1
18721,29-1071.00,Uttar Pradesh,2008,205745.796875,2
18722,17-2112.02,Madhya Pradesh,2011,85110.859375,1
18723,13-2099.01,West Bengal,2019,63283.890625,1
18724,35-2013.00,Uttarakhand,1997,39930.42578125,1
18725,35-2013.00,Uttarakhand,2006,39930.42578125,1
18726,29-1071.00,Telangana,1986,37527.71875,1
18727,13-2041.00,Gujarat,2019,87441.4375,1
18728,25-1123.00,Karnataka,1974,128196.5859375,3
18729,13-2041.00,empty,1999,59239.19140625,1
18730,21-1093.00,Tamil Nadu,2012,121565.015625,2
18731,11-3131.00,Delhi,1996,75713.6328125,1
18732,11-3031.03,Delhi,2012,171982.806640625,8
18733,19-3093.00,Tamil Nadu,2002,133229.484375,1
18734,13-2011.00,Karnataka,2017,80347.955078125,2
18735,11-3031.01,Haryana,1992,53625.48828125,1
18736,43-3061.00,empty,2009,75519.31770833333,3
18737,43-3061.00,empty,2011,75519.31770833333,3
18738,29-2012.00,empty,2004,61792.30078125,1
18739,19-2042.00,Karnataka,2009,88596.4921875,1
18740,41-9022.00,Telangana,1997,101858.75,2
18741,21-2021.00,Delhi,2008,58888.9609375,1
18742,17-2031.00,Goa,1997,55999.2890625,1
18743,13-2052.00,empty,2018,81524.349609375,4
18744,13-1161.00,Karnataka,1998,84906.060546875,2
18745,25-2032.00,Maharashtra,1978,43833.87890625,1
18746,21-1093.00,Punjab,2011,76774.40625,1
18747,13-2011.00,Puducherry,2008,71982.7578125,1
18748,17-2199.09,Jharkhand,2017,136350.8125,1
18749,17-2041.00,Maharashtra,1987,368979.052734375,2
18750,35-9021.00,Telangana,2006,74553.5703125,1
18751,19-3093.00,Kerala,1991,36196.7265625,1
18752,17-2112.00,Karnataka,2015,108687.05208333333,3
18753,27-2012.05,West Bengal,1967,52394.55078125,1
18754,43-5011.00,Madhya Pradesh,2008,46864.77734375,1
18755,11-1031.00,Uttarakhand,2002,181973.984375,1
18756,19-2042.00,Odisha,1992,94357.40625,1
18757,19-2042.00,Odisha,1995,94357.40625,1
18758,11-1011.00,Bihar,1987,17610.28125,1
18759,11-1011.00,Bihar,1989,17610.28125,1
18760,39-9011.01,Tamil Nadu,2003,39299.4609375,1
18761,13-1111.00,Kerala,2007,120163.4609375,1
18762,13-1111.00,Kerala,2022,91228.1796875,1
18763,27-3091.00,empty,2015,67308.5078125,1
18764,11-1031.00,Delhi,2021,89221.7578125,2
18765,19-1021.00,Delhi,2005,69251.0390625,1
18766,17-2061.00,Uttar Pradesh,1989,66662.4921875,1
18767,15-1243.00,Telangana,2001,76308.7265625,3
18768,27-3043.05,Telangana,2021,190711.203125,2
18769,53-3053.00,Gujarat,2008,36073.36328125,1
18770,43-3061.00,empty,2004,85009.18359375,2
18771,15-1244.00,Telangana,2014,103485.421875,1
18772,11-9033.00,empty,1992,36448.546875,1
18773,11-2021.00,Maharashtra,1975,205253.421875,1
18774,17-1022.01,Andhra Pradesh,1999,51651.8671875,1
18775,11-1021.00,Tamil Nadu,2016,126284.484375,1
18776,11-3031.00,Delhi,1995,156365.171875,1
18777,11-1031.00,Delhi,1982,88813.984375,1
18778,15-2051.00,West Bengal,2020,119998.28125,3
18779,19-2011.00,empty,1988,91805.703125,1
18780,39-3011.00,empty,1997,57987.98828125,1
18781,17-2112.03,Delhi,2021,46992.84375,1
18782,21-1093.00,Delhi,2006,61310.6982421875,4
18783,15-1211.00,Gujarat,1997,117929.765625,1
18784,15-1211.00,Kerala,2004,67207.078125,1
18785,29-1123.00,Tamil Nadu,1990,79590.9609375,1
18786,11-3031.00,Tamil Nadu,2023,177548.671875,2
18787,43-3071.00,Delhi,2017,28725.1640625,1
18788,13-1199.04,Jharkhand,2006,84151.59375,1
18789,11-3051.01,Delhi,2004,61942.26953125,1
18790,43-4161.00,Gujarat,1989,26378.25,1
18791,19-2031.00,Madhya Pradesh,2009,78363.5703125,1
18792,43-6011.00,Maharashtra,2016,55893.09765625,2
18793,25-9021.00,Delhi,2022,65413.58203125,1
18794,17-2141.00,Jharkhand,1994,59282.3515625,1
18795,51-8099.01,Gujarat,2004,33195.7265625,1
18796,11-9041.00,Kerala,2006,171905.109375,1
18797,17-2199.08,Telangana,2002,56804.453125,1
18798,51-1011.00,Gujarat,2010,51684.125,1
18799,21-1012.00,Andhra Pradesh,2020,43197.1640625,1
18800,11-2022.00,Rajasthan,2004,75546.625,1
18801,13-1131.00,Delhi,2009,48634.45703125,1
18802,17-2071.00,Tamil Nadu,2002,60087.01953125,1
18803,19-4099.01,Gujarat,2023,64535.51953125,1
18804,53-2022.00,empty,1998,97297.71875,1
18805,15-1299.06,Gujarat,2021,84036.8984375,1
18806,43-6012.00,Gujarat,1991,42101.984375,1
18807,15-1299.09,Andhra Pradesh,2008,141492.34765625,2
18808,27-1021.00,empty,2015,97603.74609375,2
18809,27-1021.00,Karnataka,2001,98658.5546875,1
18810,15-1231.00,Maharashtra,2005,101634.28125,2
18811,15-1253.00,empty,1977,56469.4921875,1
18812,25-1032.00,Maharashtra,2011,58817.01953125,1
18813,29-1071.00,Uttar Pradesh,1979,444059.28125,1
18814,51-8021.00,Tamil Nadu,2015,114779.4765625,1
18815,15-1299.05,Maharashtra,2013,91812.0859375,1
18816,27-2012.05,empty,2002,106337.0791015625,4
18817,15-1252.00,Jharkhand,2003,169988.25,1
18818,11-9199.11,Tamil Nadu,2017,77038.84375,1
18819,29-2011.00,Telangana,2003,58292.38671875,2
18820,11-9199.11,Maharashtra,2008,53944.7421875,2
18821,17-2051.00,Tamil Nadu,2010,91924.0078125,1
18822,27-3023.00,Chhattisgarh,1990,42122.41796875,1
18823,41-9022.00,Delhi,1992,86008.4921875,1
18824,25-1041.00,Telangana,2019,72921.828125,1
18825,29-2012.00,Delhi,1990,81813.66015625,2
18826,17-1022.01,Karnataka,2010,69089.0625,1
18827,17-2071.00,West Bengal,2018,115388.84375,1
18828,27-2012.04,Haryana,2018,111535.8203125,1
18829,11-3031.01,Delhi,2003,143729.3375,5
18830,17-2141.00,empty,1987,71580.27664620536,7
18831,17-2141.00,empty,1988,66239.74206542969,8
18832,13-1111.00,West Bengal,2001,102300.28515625,4
18833,15-1252.00,Kerala,2000,133344.55729166666,3
18834,27-3041.00,Delhi,2018,98067.71875,3
18835,15-1252.00,empty,2002,107331.24278846153,26
18836,13-1111.00,Telangana,2005,91384.64122596153,26
18837,19-1011.00,Gujarat,1968,73793.4296875,1
18838,15-1243.01,Maharashtra,2013,99709.69247159091,11
18839,17-2199.06,Andhra Pradesh,2003,86636.078125,1
18840,15-2051.01,Telangana,2006,80714.40625,2
18841,29-1071.00,Punjab,2015,165791.865234375,4
18842,25-1123.00,Delhi,2015,120786.20442708333,27
18843,25-2032.00,Manipur,2004,45118.1640625,1
18844,11-1011.00,empty,2014,230059.74456521738,69
18845,15-1241.00,empty,2020,125405.62289663461,26
18846,15-1241.00,Jharkhand,2008,197732.65625,2
18847,13-1111.00,Delhi,1995,72612.13539751839,17
18848,13-2052.00,Gujarat,1989,74912.0,1
18849,19-2011.00,Karnataka,2011,53343.76953125,1
18850,13-1199.04,Delhi,2008,94299.013671875,4
18851,15-1299.06,Karnataka,2006,81449.5703125,8
18852,11-1021.00,Telangana,1999,57571.75,2
18853,25-1123.00,Karnataka,2001,111539.6587890625,20
18854,13-2011.00,Madhya Pradesh,2012,79931.63671875,2
18855,25-2032.00,Maharashtra,2015,58189.5205078125,4
18856,13-1011.00,Tamil Nadu,2002,38502.3671875,1
18857,15-1242.00,Maharashtra,1998,59725.143229166664,3
18858,51-4041.00,Maharashtra,2015,142000.25390625,2
18859,15-1241.00,Delhi,2013,114798.09791666667,15
18860,11-2032.00,Delhi,2015,120601.7171875,5
18861,17-2199.06,Telangana,2021,101782.64973958333,6
18862,19-3093.00,Karnataka,1995,44989.98515625,5
18863,51-8099.01,Gujarat,1994,121793.515625,1
18864,19-1021.00,Tamil Nadu,1999,46019.9296875,1
18865,25-9042.00,empty,1991,66963.86962890625,4
18866,15-1243.00,empty,2003,108637.375,2
18867,15-1211.00,Jharkhand,2008,106447.0546875,1
18868,17-2199.06,Tamil Nadu,1979,69221.859375,1
18869,15-1241.00,Telangana,1997,44384.3994140625,2
18870,11-3031.03,Haryana,2013,132291.859375,1
18871,11-2021.00,Kerala,1997,65263.8359375,2
18872,15-1251.00,Karnataka,2009,168273.1908482143,7
18873,19-3093.00,Karnataka,2021,124409.380859375,12
18874,25-9042.00,West Bengal,1989,77511.5,1
18875,27-1012.00,empty,2021,110364.955078125,4
18876,15-1299.07,Tamil Nadu,2015,96882.02734375,2
18877,13-1199.04,Delhi,2019,96288.97321428571,7
18878,11-2022.00,Karnataka,1998,63680.94921875,4
18879,11-2022.00,Karnataka,1999,68689.44791666667,3
18880,15-1241.00,Tamil Nadu,1994,46636.006510416664,3
18881,27-3023.00,Delhi,2014,53819.0859375,2
18882,29-1123.00,empty,2010,61623.33203125,1
18883,25-2032.00,Uttarakhand,2005,74366.984375,1
18884,29-1071.00,Karnataka,1999,77550.59375,1
18885,17-2112.00,empty,2019,130662.590625,5
18886,11-9111.00,Andhra Pradesh,2019,83939.44140625,2
18887,15-1231.00,Delhi,1983,111339.3203125,1
18888,21-1093.00,Maharashtra,2008,53194.388671875,5
18889,15-1251.00,Gujarat,2017,90148.53125,1
18890,43-4081.00,Telangana,1979,14113.5390625,1
18891,41-4012.00,Maharashtra,2009,75622.51171875,2
18892,29-2061.00,Kerala,2001,96128.41796875,2
18893,11-3121.00,Telangana,2016,132063.08203125,2
18894,17-2199.09,Maharashtra,2023,144917.92745535713,7
18895,19-4061.00,empty,1993,58963.36328125,1
18896,39-4011.00,Telangana,2007,56082.0078125,1
18897,15-1232.00,Maharashtra,1992,65455.130859375,2
18898,17-2199.09,Maharashtra,2000,108192.296875,14
18899,53-4041.00,Bihar,1979,34796.68359375,1
18900,53-4041.00,Bihar,2000,34796.68359375,1
18901,13-2082.00,Punjab,2023,53165.625,1
18902,13-2041.00,Maharashtra,2007,96624.0859375,1
18903,15-1244.00,empty,1989,100512.25,1
18904,15-2051.01,empty,2016,84363.7890625,3
18905,29-2012.00,Tamil Nadu,1991,83336.5703125,1
18906,17-2072.00,Tamil Nadu,2012,133253.3125,2
18907,17-2071.00,Tamil Nadu,2019,102090.501953125,4
18908,15-1243.00,Haryana,2003,81515.3046875,1
18909,11-3021.00,Uttar Pradesh,2008,221161.9375,1
18910,43-6011.00,empty,2000,45440.716796875,2
18911,11-2021.00,Andhra Pradesh,2009,192404.21875,1
18912,13-2099.01,Andhra Pradesh,2012,98486.9609375,1
18913,17-2112.02,empty,2017,90750.13541666667,3
18914,13-1199.06,Telangana,2018,125008.453125,1
18915,41-9091.00,Punjab,2006,200432.0,1
18916,41-9091.00,Punjab,2012,200432.0,1
18917,11-1031.00,empty,2005,42752.47265625,1
18918,13-2011.00,Madhya Pradesh,2020,83221.0,1
18919,13-2052.00,Delhi,1989,76117.4375,1
18920,17-2112.03,Telangana,1999,79926.9609375,1
18921,29-1071.00,Gujarat,1998,142388.84375,1
18922,29-1071.00,Gujarat,2019,98385.57421875,2
18923,25-2032.00,Gujarat,2008,53796.69921875,2
18924,27-3042.00,Maharashtra,2001,81101.70052083333,3
18925,53-4041.00,Gujarat,2004,26015.208984375,1
18926,17-2072.00,Maharashtra,2001,117140.33203125,2
18927,11-3021.00,empty,1998,149254.16927083334,3
18928,25-9042.00,Haryana,1987,59960.64453125,1
18929,19-3093.00,Andhra Pradesh,2017,157107.9921875,2
18930,27-4032.00,Delhi,2020,67349.458984375,2
18931,13-1161.00,Maharashtra,2019,159961.9375,3
18932,27-2011.00,Karnataka,2019,72966.3671875,2
18933,51-2023.00,Maharashtra,2007,65252.4609375,1
18934,13-1199.04,Karnataka,2004,100711.0234375,1
18935,19-3011.01,Maharashtra,1984,27342.8046875,1
18936,17-3013.00,West Bengal,1991,55113.23828125,1
18937,17-2199.09,Jharkhand,2020,136350.8125,1
18938,19-3093.00,Jharkhand,2008,100863.7421875,1
18939,13-2052.00,Rajasthan,2012,87170.125,1
18940,13-2052.00,empty,2003,66688.8046875,2
18941,27-3091.00,empty,2022,79697.171875,2
18942,17-2111.00,West Bengal,2010,70608.3671875,1
18943,41-3041.00,Telangana,2004,69104.3515625,1
18944,11-1021.00,Chandigarh,2002,64425.09375,1
18945,47-4099.03,Karnataka,2009,77641.50390625,2
18946,39-4011.00,Telangana,1993,173053.640625,1
18947,15-1244.00,Telangana,2011,103485.421875,1
18948,29-2052.00,Kerala,2018,33330.046875,1
18949,19-3093.00,Gujarat,1989,91186.16552734375,4
18950,49-9096.00,Maharashtra,2023,59564.10546875,1
18951,43-4131.00,Delhi,1997,26587.18359375,1
18952,15-1251.00,Haryana,1986,144379.421875,1
18953,11-9041.00,West Bengal,1979,74948.6796875,1
18954,17-2199.09,Tamil Nadu,2005,231447.271484375,4
18955,11-3071.04,Gujarat,2013,97177.80078125,2
18956,17-2031.00,Haryana,2000,98666.9609375,1
18957,43-6011.00,Punjab,2004,75283.6640625,1
18958,49-2094.00,Tamil Nadu,1989,66226.7421875,1
18959,19-2041.00,Punjab,2018,91103.78125,1
18960,19-3093.00,Assam,1982,51107.30078125,1
18961,15-1253.00,Gujarat,1989,153773.734375,1
18962,25-1054.00,Punjab,1992,29763.693359375,1
18963,43-4061.00,Punjab,2020,49236.46875,1
18964,17-2072.01,empty,2003,79114.2109375,1
18965,11-1011.00,Assam,2003,188489.40625,1
18966,17-2031.00,Karnataka,1997,89767.2421875,2
18967,15-2051.00,Delhi,2018,91208.46875,1
18968,23-1011.00,Maharashtra,1988,54192.703125,1
18969,23-1011.00,Maharashtra,1993,54192.703125,1
18970,27-3023.00,Chhattisgarh,1985,42122.41796875,1
18971,25-9042.00,West Bengal,2004,44336.677734375,2
18972,11-1011.00,Rajasthan,2006,259156.546875,1
18973,19-3093.00,Meghalaya,2010,123655.7734375,1
18974,19-3093.00,Meghalaya,2022,123655.7734375,1
18975,17-2141.00,Uttar Pradesh,2005,69070.57421875,2
18976,25-9042.00,Karnataka,1972,294658.4375,1
18977,11-3131.00,Kerala,2006,295805.34375,1
18978,27-2012.05,Tamil Nadu,1990,124096.5703125,1
18979,41-9091.00,Himachal Pradesh,1990,49830.80859375,1
18980,27-2021.00,Telangana,2008,64169.29296875,1
18981,43-5011.01,Tamil Nadu,2002,47240.13671875,1
18982,13-2082.00,Maharashtra,2019,50329.83984375,1
18983,11-9021.00,Tamil Nadu,2013,84886.234375,1
18984,41-9091.00,Tamil Nadu,2006,40938.46875,1
18985,13-1199.04,Maharashtra,1995,49304.3203125,1
18986,11-1021.00,Kerala,2010,156320.734375,1
18987,17-2112.03,Tamil Nadu,1990,116720.515625,1
18988,19-3011.01,Karnataka,2023,86259.7109375,1
18989,41-3031.00,Telangana,1985,57323.85546875,1
18990,41-1011.00,Gujarat,2010,24638.923828125,1
18991,17-2061.00,West Bengal,1978,5831.685546875,1
18992,21-1012.00,Andhra Pradesh,2019,43197.1640625,1
18993,39-1014.00,Maharashtra,1988,53290.82421875,1
18994,11-3051.06,Chhattisgarh,2014,111412.7109375,1
18995,17-1022.00,Karnataka,2013,110663.1484375,1
18996,13-1199.04,West Bengal,2002,253578.203125,1
18997,53-2011.00,empty,2022,147913.71875,1
18998,25-3031.00,Gujarat,2017,80079.9296875,2
18999,11-9141.00,Gujarat,2022,97917.46875,1
19000,51-8021.00,Karnataka,1991,33265.484375,1
19001,15-1299.09,Telangana,2013,149188.1015625,6
19002,11-2011.00,Delhi,2005,77374.02890625,5
19003,41-9031.00,Maharashtra,2011,91322.553125,5
19004,15-1299.09,Andhra Pradesh,2014,117770.861328125,4
19005,15-1299.09,Karnataka,1988,227701.15364583334,3
19006,17-2051.00,Maharashtra,2015,95366.8703125,5
19007,19-1011.00,Punjab,1993,62318.87890625,1
19008,49-2095.00,Telangana,2017,90999.1328125,1
19009,51-8021.00,Tamil Nadu,2022,84152.837890625,2
19010,17-2112.02,Gujarat,1994,78121.453125,1
19011,27-2012.05,Tamil Nadu,2012,115858.109375,2
19012,41-2031.00,empty,1996,30845.41015625,1
19013,11-1011.03,Telangana,2002,147381.81510416666,3
19014,19-4099.01,Karnataka,2000,63898.3359375,1
19015,11-3051.00,Maharashtra,2001,118505.875,1
19016,13-1161.00,Tamil Nadu,2018,139962.359375,1
19017,43-3061.00,Gujarat,1990,77169.9375,1
19018,17-1011.00,Delhi,1994,71284.08984375,2
19019,19-3011.01,Telangana,2003,95199.7890625,1
19020,13-2099.01,Andhra Pradesh,2020,126543.7421875,1
19021,13-2051.00,Chandigarh,1998,65401.296875,1
19022,47-3012.00,empty,2008,84351.8359375,1
19023,11-1011.03,Maharashtra,2023,131743.1609375,5
19024,11-3131.00,Gujarat,2009,56516.77734375,1
19025,25-2032.00,Uttarakhand,1975,94984.796875,1
19026,13-2052.00,Tamil Nadu,2001,84762.1953125,1
19027,11-9051.00,empty,2020,94878.90625,1
19028,15-1212.00,Gujarat,2019,147171.828125,1
19029,27-2012.04,Haryana,2017,111535.8203125,1
19030,17-2112.02,Punjab,2012,88351.578125,1
19031,11-3012.00,empty,2012,39242.7265625,1
19032,13-2051.00,Delhi,1997,102679.4375,1
19033,13-1111.00,Karnataka,2005,107033.90625,28
19034,15-1299.09,Maharashtra,2012,128931.26056985294,17
19035,13-1111.00,Haryana,2008,110920.7515625,5
19036,11-2021.00,Uttarakhand,2018,157878.625,3
19037,11-2021.00,Uttarakhand,2020,157878.625,3
19038,11-9041.00,Andhra Pradesh,2021,109035.0546875,1
19039,15-2051.01,Telangana,2019,80764.03645833333,3
19040,19-2031.00,Telangana,2003,78543.5625,1
19041,17-2061.00,Telangana,1974,31213.744140625,2
19042,17-2171.00,Gujarat,1992,89951.203125,1
19043,11-3071.04,Delhi,2014,173294.93489583334,3
19044,15-1251.00,Tamil Nadu,2004,82465.89296875,20
19045,15-1243.00,Karnataka,2008,82473.73828125,4
19046,15-1241.01,Delhi,2020,77530.8955078125,4
19047,15-1231.00,empty,2004,80680.61607142857,7
19048,15-1231.00,empty,2008,84924.11875,5
19049,21-1093.00,Andhra Pradesh,2019,90173.1171875,1
19050,17-2141.00,Maharashtra,2017,118854.40104166667,24
19051,15-1251.00,Delhi,2015,99545.4638671875,8
19052,13-1111.00,empty,2001,95271.032109375,25
19053,11-3051.02,empty,1991,26645.861328125,1
19054,43-3031.00,West Bengal,2012,46124.80859375,1
19055,13-1082.00,Jharkhand,2011,86567.9140625,1
19056,11-9032.00,Delhi,2016,124872.48046875,2
19057,25-1123.00,Maharashtra,2010,119983.72945601853,27
19058,11-2022.00,Tamil Nadu,2016,171033.19140625,2
19059,53-2012.00,empty,1991,27936.646484375,1
19060,15-1253.00,Karnataka,2015,84667.03776041667,6
19061,19-3093.00,Uttar Pradesh,2013,113171.81875,5
19062,39-4011.00,Gujarat,2019,64124.49609375,2
19063,43-5032.00,Gujarat,2005,31348.109375,1
19064,15-1252.00,Haryana,2012,124004.85,5
19065,13-1199.04,Delhi,2006,88749.03125,5
19066,41-9091.00,West Bengal,2007,95560.2421875,1
19067,15-1252.00,Tamil Nadu,2009,105806.06000434028,18
19068,15-1243.00,Delhi,2016,127602.84765625,2
19069,29-1071.00,Karnataka,2015,160531.83203125,8
19070,19-3051.00,Gujarat,2017,70358.18359375,3
19071,15-1299.09,Tamil Nadu,2002,155982.2860576923,13
19072,41-9091.00,Gujarat,1989,115236.46160888672,4
19073,17-2112.02,Uttar Pradesh,2020,120160.1953125,1
19074,11-3061.00,empty,2004,182662.76171875,2
19075,15-1244.00,Karnataka,1997,102590.76041666667,3
19076,11-3131.00,Rajasthan,2016,252127.984375,1
19077,17-2111.00,Tamil Nadu,2022,115843.3515625,1
19078,21-2021.00,Delhi,2023,71780.6953125,4
19079,11-9041.00,Maharashtra,2001,119452.2,5
19080,11-3021.00,Telangana,2002,108613.6578125,5
19081,41-9091.00,Gujarat,1991,144404.33943684897,3
19082,15-1252.00,Haryana,2006,127096.33203125,4
19083,19-3093.00,Telangana,2001,91197.8671875,6
19084,47-4099.03,Karnataka,2023,86679.23046875,2
19085,27-1024.00,Gujarat,2020,56199.81640625,1
19086,35-9031.00,empty,2014,30447.23046875,1
19087,21-1012.00,empty,2018,104718.578125,4
19088,17-2199.06,Tamil Nadu,1991,74307.98025173611,9
19089,13-1082.00,Delhi,2018,108126.75558035714,7
19090,13-1082.00,West Bengal,1998,80127.0771484375,4
19091,13-1082.00,West Bengal,2001,87440.87239583333,3
19092,15-1252.00,Andhra Pradesh,2000,295820.125,1
19093,25-9042.00,Karnataka,1992,36238.0859375,5
19094,19-1011.00,Manipur,1998,97857.28125,1
19095,39-1014.00,Delhi,2022,31089.34765625,1
19096,11-2021.00,Kerala,1999,77027.80859375,2
19097,17-2072.00,empty,2021,164674.46875,4
19098,25-1123.00,Haryana,2015,141278.64583333334,3
19099,25-1123.00,Gujarat,1989,69408.55859375,4
19100,17-2199.07,empty,1997,60788.390625,1
19101,19-1011.00,Uttar Pradesh,2014,171456.3890625,5
19102,11-2021.00,Karnataka,1988,96588.046875,2
19103,11-1021.00,Karnataka,2001,114767.67447916667,6
19104,11-3051.06,Karnataka,1997,26775.533203125,1
19105,25-1054.00,empty,1999,51365.1875,1
